,Title,Review,Rating
19284,Good quality product,"Good quality display
Superb battery backup
Sensors is acceptable
Step counter is not good its ok ok ...
Sleep tracking excellent
Looks good at this price point
After 5 days review battery 95 to 70% left ... In normal use
Instagram- ydv_ashish_07",4
19285,Good choice,"Good finished product the quality & design is perfect & the watch stripes are very soft & comfortable.
Display 5/5
Battery 4/5
Features 5/5
Connectivity 4/5
Health measure accuracy 4/5
It's a compact and worth watch under 2k just go for it👍",4
19286,Wonderful,Value for money 💸,5
19287,Very Good,Touch experience is awesome. Sensors work properly. When you raise your hand & walk then it doesn't count steps properly otherwise everything is nice in it & some times it count automatically(Ghost tracking) when I don't walk just only move my hand.,4
19288,Good choice,"Very cool watch, Just loved it😍",4
19289,Good choice,"Thankyou Flipkart for fast delivery. I have got this in just 3days and 12 hours . I have using it from today and i am happy ☺️ with this .
One suggestion for buyers please buy green colour it looks amazing 👌",4
19290,Delightful,"1-Display is beautiful 😍😍😍
2-comfortable....
3-battery backup is good
4.design is classic
Over all this product value for money 💰💰💰
--------love it----- 💕💕💕💕💕",4
19291,Nice product,Very nice,4
19292,Worth the money,I ordered grey colour so it's looking stunning 😊,4
19293,Nice product,Nice product.,4
19294,Good quality product,"Awesome watch 😘
But charging problem disconnected 2",4
19295,Worth the money,"Affordable smart watch with required health tracking parameters, nice big display, downside is that it has polycarbonate body doesn't look premium. Overall 4.5 rating of 5.",4
19296,Really Nice,I liked this watch.. it's very good in this range,4
19297,Very Good,Good for the price,4
19298,Good choice,best watch for midrange and for those who wanna to experience the smartwatch and its features...plus points is battery...and lightweight body..and also 5Atm best for swimming and with 96% fitness accuracy...,4
19299,Nice product,Super,4
19300,Good choice,Very good quality smartwatch under 2000,4
19301,Wonderful,Good one,4
19302,Very Good,Good,4
19303,Good quality product,Waiting for OTA update. Then can able to judge the watch as per pricing point. Bought at 1999 which is fair amount to buy this watch. But after OTA update will understand more about watch feasibility,4
19304,Brilliant,Nice nd quality is too good,5
19305,Good quality product,Value for money good job DIZO,4
19306,Don't waste your money,Waste,1
19307,Very Good,The product is best,4
19308,Nice product,Nice product 👍,4
19309,Delightful,Nice,4
19310,Worth the money,Lovely watch,4
19311,Delightful,Good,4
19312,Worth the money,Nice product u can buy,4
19313,Awesome,Product was amazing,5
19314,Pretty good,Excellent...it's look fantastic 😉❤️,4
19315,Really Nice,It is a fabulous watch under 2.2k.,4
19316,Worth the money,Nice product and value for money,4
19317,Pretty good,"Reviewing after a week of use
Pros:
Looks classy on wrist and gives you multiple dial faces.
Battery durability is very good.(will run for 20-25days on full charge)
Display size is v.good (Neither too big nor small)
Dial brightness is very good(visible outside)
Heart Rate & Oxygen saturation accuracy is v.good
You Can control your music player & camera through watch.
And many more activity tracker is available.

Cons:
Step counting accuracy is very bad it counts even on hand vibration and the...
READ MORE",4
19318,Very Good,Good product but it have been better,4
19319,Good choice,Osm ❣️ Nice Watch ⌚,4
19320,Worth the money,It's very good smartwatch Really amazing 😍😍🤩,4
19321,Good choice,According to Price This is Good Smartwatch,4
19322,Wonderful,"It's cool , just don't expect amazing things at this price range.",4
19323,Value-for-money,This is value of money but watches little bits big it's ok than over all ok,4
19324,Worth the money,Nice,4
19325,Worth the money,Super watch and good battery backup and cool disign.,4
19326,Nice product,Amazing best quality in this price,4
19327,Terrific,Awesome,5
19328,Pretty good,The watch is good but sometime it disconnect itself automatically...and dial screen is just awesome...but can't see your full massage in the watch',4
19329,Delightful,Overall product is good .but facing problem during call notification.,4
19330,Pretty good,Waste product don't buy they don't take return too,4
19331,Delightful,"Received the product with in 26 hours.

Looks Good...",4
19332,Good choice,"Good display, good battery backup, smooth touch, so many features, just trying out will update soon about more information.",4
19333,Delightful,"It's, good work",4
19334,Really Nice,Overall watch is perfect,4
19335,Highly recommended,Superb smartwatch under price range awesome awesome,5
19336,Wonderful,Very big downgrade of this watch is his build quality because of plastic of this price range other company smart watch has metal build so only this was the downgrade of the dizo watch 2 sport and other think is best in this watch in this price range thanks Flipkart,4
19337,Pretty good,It's really awesome. It's a fine watch .... I'm using it from usually a mnths it's working smoothly even type of tracker are as much adject... Go through it ... totally value for money,4
19338,Worth the money,It's really love it but product delivered takin so muchhh time pls action on it,4
19339,Fabulous!,Super,5
19340,Good quality product,Delivered today as assured. Perfect design with light weight.,4
19341,Pretty good,Nice watch,4
19342,Delightful,Nice DIZO watch 🌟🌟🌟🌟🌟A,4
19343,Really Nice,Nice,4
19344,Wonderful,Value of money is unexpected.,4
19345,Really Nice,It was amazing,4
19346,Classy product,PROPER,5
19347,Nice product,Nice 🙂,4
19348,Not good,Connectivity with app is so horrible every time need to bind,2
19349,Pretty good,Good,4
19350,Really Nice,Good,4
19351,Hated it!,West of money and no return. Step count nit accurate,1
19352,Worth the money,Nice product recommend to puu,4
19353,Good choice,Nice product,4
19354,Good quality product,Nice product.,4
19355,Pretty good,"Looking wise great watch
Value for money
Tracking was not accurate but its ok as per that cost
Looking so stylish while wearing those watch",4
19356,Wonderful,Very nice watch,4
19357,Delightful,Good,4
19358,Value-for-money,Best watch,4
19359,Very Good,Overall a nice product. 👍,4
19360,Really Nice,Super watch value for money prodect,4
19361,Worth the money,Good product 👍,4
19362,Worth the money,Good but i gont like this probect,4
19363,Really Nice,This product is good for sports life activity,4
19364,Worth the money,Nice 👍🙂,4
19365,Worth the money,Good,4
19366,Delightful,Very nyc product,4
19367,Good choice,Recommend,4
19368,Pretty good,Overall watch is good but one thing can be changed that is its body it should be of metal,4
19369,Worth every penny,OMG its toooo good i love this watch 😊😊😊😊😊😊😊😊😊😊😊,5
19370,Wonderful,Just chill 💤🥱 Dizo watch 2 sport is better than any other smart watch in this price range,4
19371,Pretty good,Very nice watch display is good activity tracker is 100 percentage accurate,4
19372,Worth the money,I like it,4
19373,Really Nice,Everthing ok,4
19374,Good quality product,"Its a good product .... Atleast much above the standing of firebolt which i was previously using.
Pros:
-battery backup
-light weight
-good display
-numerous sporta mode
-Call alerts
-vatiety of screens

Cons
- they could have use steel buckle in the strap
- we've to connect bt after switching on power saving mode
- few setting are missings which are there in MI Band 5 & 6.",4
19375,Very Good,"Overall a good product , waiting for Realme's Dizo to come up with better watch with Amoled display !!",4
19376,Very Good,Nice,4
19377,Value-for-money,Love it ☺️,4
19378,Terrific purchase,This really good 👍👍👍,5
19379,Fabulous!,"I'm really loving this smart watch 🤩. I bought it in 2k on 8th March. The Display is Impressive, Bright enough even in Sunny Conditions. It feels expensive and not like a cheap product. The straps are soft and comfy. Bought it on Launch day (8th March) Started using it on 10th March with 92% Battery and now 13th March, It has 55% Battery. The features are also pretty good. It also has Notifications which is really Useful for me. The looks are premium. It doesn't have fingerprint marks after ...
READ MORE",5
19380,Really Nice,It's comfortable ☺️ Battery 🔋 backup To good 👍,4
19381,Value-for-money,"Improve display quality.. But in this price segment display ok
watch quality is excellent in this price segment",4
19382,Delightful,Its too good,4
19383,Terrific purchase,"Very good watch in 2k don't go with boat ,noise or any cheap watch most vfm",5
19384,Pretty good,Bs Lelo costumer best budget watch,4
19385,Delightful,"Exceptional in this price range..
I have got this on offer @1999
Everything is fantastic, especially it's brightness is very gud..600 nits is a boom for a smartwatch display..
Only con i have faced that it's activity tracker..it doesn't count ur steps accurate.. if u move ur hand upside down then it'll count it as a step 😂.. otherwise everything is fantastic",4
19386,Value-for-money,Nice.,4
19387,Really Nice,Spr products... charge...20 day ♥️💐👌👌👍😎,4
19388,Good choice,Nice product just go for it...,4
19389,Worth the money,"It's very good product.
It's affordable price.
Its accuracy is Almost perfect.
It's built quality is also good.
It's comfortable to wearing a watch.
5 ATM water resistance.
But it's doesn't have silicon strap☹️.??",4
19390,Horrible,It's automatically disconnected from device...,1
19391,Good choice,"This product Amazing
I am satisfied This smart Watch",4
19392,Wonderful,Awesome,4
19393,Pretty good,Good watch,4
19394,Value-for-money,Good,4
19395,Excellent,"Amazing product by dizo.
I like most his battery
And features",5
19396,Good quality product,I like it,4
19397,Very Good,Watch is good but being unable to enjoy all it's features.,4
19398,Simply awesome,Nice watch,5
19399,Nice product,Good,4
19400,Very Good,Good quality,4
19401,Delightful,Fantastic,4
19402,Pretty good,Good,4
19403,Value-for-money,"All is good but some features not exit in this price like heart rate count ,blood pressure etc .",4
19404,Pretty good,Good product,4
19405,Pretty good,Good Product ..,4
19406,Nice product,Fantastic products,4
19407,Very Good,In this Price it's a Good Deal for those Whose searching Premium look,4
19408,Good choice,Best product but call receiver is not available,4
19409,Value-for-money,Good one,4
19410,Worth the money,Good quality . And god battery backup,4
19411,Pretty good,"Nice, price is slightly high",4
19412,Does the job,Wake up notification works very late and battery drain is fast..,3
19413,Value-for-money,Very good,4
19414,Good quality product,Good Product!!,4
19415,Nice product,Seems okay,4
19416,Really Nice,"Nice product,liked it a lot",4
19417,Delightful,Best in budget with great battery life and awesome watch faces .,4
19418,Very Good,Nice watch,4
19419,Wonderful,The watch is very good and there are many activities to do health related 🙂,4
19420,Pretty good,Good,4
19421,Delightful,Good product,4
19422,Waste of money!,Worest watch heart rate not working properly,1
19423,Really Nice,Good,4
19424,Good quality product,Good product,4
19425,Good choice,Good Product 👍,4
19426,Good choice,Nice,4
19427,Worth the money,Good one,4
19428,Good choice,Budget product,4
19429,Good quality product,Good prodect 👌,4
19430,Good choice,Could be better..hope to get the ne features through updates,4
19431,Delightful,Everything is perfect at this price range,4
19432,Very Good,Was ok,4
19433,Good quality product,good for price...,4
19434,Nice product,"Superb product
Looks are awesome
Fits superb
Good quality strap",4
19435,Wonderful,Excellent,4
19436,Good quality product,"Worthy
Distance tracking and sleep monitoring is not perfect.
Display, design and build quality is perfect okay.",4
19437,Good quality product,This smart watch is very good i love it ❤️ everything is very good quality and very beautiful 🥰 thanks for realme and Flipkart good job to all,4
19438,Very Good,Value for money...,4
19439,Pretty good,Just go for it.,4
19440,Must buy!,This is my first watch and I am verry happy to buy this watch at this price range,5
19441,Fabulous!,Excellent product,5
19442,Wonderful,Would like to have call receiving facility,4
19443,Nice product,Awesome product,4
19444,Good choice,Nice product under this price 👍,4
19445,Really Nice,Good,4
19446,Delightful,"Nice product
Happy to you's",4
19447,Delightful,Awesome 👍,4
19448,Pretty good,Nice but some features add plz so value of money 💰,4
19449,Good choice,Good,4
19450,Good quality product,Nice smart watch,4
19451,Really Nice,Good,4
19452,Good choice,"Fantastic fantastic.
Worth.",4
19453,Delightful,"Design and quality is very Good.
Battery backup almost 9 to 10 days.
very good connectivity.
Activity tracker needs to be improved. when i travel in bus the step count increased.",4
19454,Good quality product,"Good product
Battery life outstanding
Every thing is outstanding
But shows some errors in running distance",4
19455,Good quality product,Budget watch,4
19456,Good quality product,Very nice smart watch thank you Flipkart 🥺🤩🤩,4
19457,Delightful,Full battery backup,4
19458,Worth the money,Good value for money watch i like this watch i love it ui was very smooth,4
19459,Wonderful,Nice product,4
19460,Good quality product,Very good budget smart watch nice display looking good overall daily use very nice watch go for it 👍👍❤️❤️,4
19461,Wonderful,Superbbbb,4
19462,Delightful,Super,4
19463,Nice product,Very nice watch👌 simply superb I like this,4
19464,Worth the money,Best,4
19465,Pretty good,5atm mind blowing 😉☝️lovit nice watch,4
19466,Pretty good,Good,4
19467,Wonderful,Good,4
19468,Delightful,Watch is good but watch not have any safety glasses,4
19469,Nice product,Bast cm images,4
19470,Nice product,Really good product.. 😊,4
19471,Really Nice,Real it's worth. Budget Friendly Watch.,4
19472,Delightful,Amazing watch display quality is superb,4
19473,Really Nice,Good,4
19474,Worth the money,Okay..,4
19475,Good quality product,Very good product.,4
19476,Worth the money,Nice product,4
19477,Very Good,Good quality products,4
19478,Wonderful,Good,4
19479,Delightful,"Nice battery backup, build quality is descent, but accuracy is very great, overall good choice.",4
19480,Nice product,This is the one of the best watch loved it ❣️,4
19481,Nice product,Best watch and worth of money easy to buy this watch ✨,4
19482,Good choice,Nice watch.... worth for the money,4
19483,Really Nice,Value for money,4
19484,Pretty good,Stylish look just wow.,4
19485,Value-for-money,"The watch is good.
Strap quality is good.
Display looks good but there is one thing that the black colour looks grey in display.
Battery is good i have used it for 4 days from 100 to 65% and charging is nice.

There is one problem that it doesn't connect automatically when near the Mobile for this you have to restart your mobile.

Watch is good but there are some bugs in the application.",4
19486,Nice product,Good 😊,4
19487,Worth the money,Good,4
19488,Pretty good,It is a good watch,4
19489,Good quality product,Good product for this price,4
19490,Value-for-money,Ok,4
19491,Nice product,Good watch,4
19492,Worth the money,Its good for budjet of 2300,4
19493,Wonderful,Nice,4
19494,Good choice,Yes it's Nice Good product,4
19495,Wonderful,Looking good,4
19496,Value-for-money,Veri Nice Awesome Product ❤️🥀,4
19497,Worth the money,Very NYC watch,4
19498,Nice product,"Amazing product
And Flipkart delivery procedure is really amazing",4
19499,Wonderful,Good,4
19500,Very Good,Very good product in less amounts,4
19501,Delightful,"I am writing this review. After 16days use it is wonderful.
It run without connected phone 10 days. Or connect 7days .",4
19502,Worth the money,Nice I like it 👍,4
19503,Pretty good,Nice I love you Jesus 🥰,4
19504,Worth the money,Good value for money,4
19505,Nice product,Nice watch ❤️,4
19506,Very Good,great product,4
19507,Excellent,Awesome,5
19508,Very Good,Love it,4
19509,Good choice,Value for money.,4
19510,Value-for-money,Nice product in affordable price.,4
19511,Really Nice,Best in class features and build.,4
19512,Good quality product,"Very good and nice product, I like it,❤️❤️",4
19513,Good choice,Good,4
19514,Very Good,It's good,4
19515,Good quality product,Nice,4
19516,Best in the market!,Op watch very best quality and useful,5
19517,Good quality product,"The watch is good, the hardware is pretty decent for the price, but the thing is this smart watch is not so smart as it's competitors, it takes times to connect, to. Sync and like whatever it have to do in sync with the mobile app, talking of which it feels kinda unpolished,although it is not bad but the UI and everything seems a bit half baked. Now, for the tracking systems, the heart rate is 65-80% accurate and the step counter is almost okay with an accuracy of 90%. The sO2 meter's accurac...
READ MORE",4
19518,Very Good,I buyed it before 1month not yet any problem faced all are perfect and battery life is too much a perfect watch for the amount,4
19519,Wonderful,GOOD,4
19520,Nice product,"Awesome watch at this range, but the body of watch is polycarbonate not metal. Although it's a amazing watch👍✌",4
19521,Pretty good,Nice,4
19522,Delightful,Ok ok hai bro,4
19523,Very Good,"I buy dizo watch 2 sports 25 days ago..Overall experience is very good 4/5
Pros:
1. very good fit and finish but feel less premium specially plastic frame..but straps are very premium and comfortable
2. 50 m waterproof
3. Best Battery backup..i got 18 days battery backup with continuous heart rate turned off and brightness at lower possible and without using any sports mode
4.good supporting application and accurate heart rate monitor and sleep monitor.
5.screen brightness and colours are ve...
READ MORE",4
19524,Good quality product,Amazing product,4
19525,Really Nice,very nice watch in this price,4
19526,Wonderful,Value for money,4
19527,Nice product,Good,4
19528,Very Good,Good one.Go for it .Try when price drops.,4
19529,Wonderful,Nice,4
19530,Pretty good,Watch was good but features was less,4
19531,Good choice,Nice product at this price,4
19532,Good quality product,"Very good smart watch, battery backup is awsome",4
19533,Really Nice,Good quality product,4
19534,Value-for-money,Nice,4
19535,Worth every penny,Wow it is my fav one❤️,5
19536,Pretty good,Nice watch under 2000.,4
19537,Good choice,"Very good product and quality is also good, feel comfortable after wearing it. Great product👍🏻..",4
19538,Good quality product,"I reviewed this after using one month
I bought 3 watches...sleep tracking is working in night and walking step calculation is not accurate",4
19539,Very Good,Thank u my parents for giving me the money to buy this legendary sweet & sexy watch 😍,4
19540,Good quality product,Good quality,4
19541,Worth the money,Nice looking watch,4
19542,Good quality product,Call option will make this watch an advantage over other watches in this segment,4
19543,Wonderful,"Great watch, long battery life. display also good.",4
19544,Nice product,Best activities tracker under 3000,4
19545,Good choice,Value for money for beginners smartwatch users,4
19546,Good choice,Good,4
19547,Super!,Good,5
19548,Nice product,Value for money,4
19549,Worth the money,Nice,4
19550,Value-for-money,Watch good but worst app ever dizo,4
19551,Simply awesome,Value of money..,5
19552,Delightful,"GOOD ONE! THEY SHOULD HAVE INVOLVED ANY OTHER SENSORS ALONG WITH THE OTHERS TOO! AND COMING TO ACTIVITY TRACKING ,HEART RATE AND SP02 ARE ACCURATE BUT STEP COUNTING IS LITTLE BIT INACCURATE. OVERALL DESIGN AND EXTRA FEATURES LIKE INBUILT ALARM MAKES IT BIT SPECIAL...OVERALL ITS A NICE WATCH AND VALUE FOR MONEY",4
19553,Good quality product,Nice product,4
19554,Wonderful,Best smart watch under 2500...,4
19555,Value-for-money,Awesome,4
19556,Value-for-money,Nice watch,4
19557,Must buy!,very nyc watch,5
19558,Really Nice,So satisfied.!,4
19559,Really Nice,Very nice,4
19560,Just okay,Good,3
19561,Wonderful,Looks very stylish as well works superb good features loved it 💕,4
19562,Wonderful,Good,4
19563,Awesome,"Nice watch ☺️,",5
19564,Worth the money,Looks great,4
19565,Great product,Nice product 👍☺️,5
19566,Value-for-money,Super,4
19567,Really Nice,"*Looks Good
*Smooth UI
*Good Battery
*Light weight
*Value for money",4
19568,Very Good,Product is very best,4
19569,Great product,Very Very Nice Watch❤️🥰❤️👍,5
19570,Worth the money,1 of the best smartwatch at this price,4
19571,Great product,Awesome,5
19572,Worth the money,👍 nice,4
19573,Worth every penny,This range watch so beautiful,4
19574,Good quality product,Design fabulous and future also good battery when I used this watch fill like apple 🙂🙂🙂,4
19575,Good choice,"Superb Quality watch
It's amazing
Colour was best
Good work👍
Value of money 💰",4
19576,Very Good,"Nice product according to me..
Battery backup is really okk..",4
19577,Worth the money,So good 👌👌,4
19578,Nice product,Looking beautiful,4
19579,Value-for-money,Good product 👍,4
19580,Delightful,Nice watch with heavy battery backup.. Suggested,4
19581,Nice product,Awesome i am very happy thanks to Flipkart,4
19582,Value-for-money,"Very durable watch for men....
Battery is good",4
19583,Pretty good,"Value for money product.
Pros-
Battery backup
Built quality
Water proof
No. Of sport mode

Cons-
Step counter is not so accurate, even when I ride bike it's calculate the step.",4
19584,Value-for-money,It's good especially battery life was awesome,4
19585,Value-for-money,nice watch love it 💕 (dsp),4
19586,Good choice,Its very good,4
19587,Delightful,Value for money,4
19588,Wonderful,Nice product in this cost,4
19589,Worth the money,"I Write this review after using some weeks
He is best and also look primear
But one thing he said 110 sports mode but he is only 16 sports mode
And He is not traking real calrics",4
19590,Good choice,Good product,4
19591,Worth the money,Nyc,4
19592,Very Good,Nice watch ... A lot of features .. but dial are very few in the app .. also the app needs improvement and dark mode .. watch is comfortable and stylish ... But the UI is slightly lagging.. otherwise it is ok,4
19593,Good quality product,Best quality and More features ✌️🤩,4
19594,Very Good,Good,4
19595,Very Good,Good product,4
19596,Good choice,Watch is vry nice... It kept chrg for a month also but After using for once it is not working now..,4
19597,Good quality product,Good product,4
19598,Wonderful,Good product 👌,4
19599,Really Nice,The watch is upto the mark,4
19600,Very Good,Nice watch in this segment...display is vibrant and very good in this price range...tracking and all every thing is good,4
19601,Good quality product,Ok.. nice,4
19602,Pretty good,"It's value for money. I got @ 1899
If you have tight budget then go for it .
Display quality is avarage.
Look is good.
Slightly thick design",4
19603,Good quality product,Good product by Dizo by REALME,4
19604,Really Nice,"GPS tracking not there and no new updates to be done yet. design, material, battery backup are all good for this price range",4
19605,Delightful,Very nice product thanku flibkart,4
19606,Worth the money,Under 2000 best watch in my choice,4
19607,Very Good,Nyc,4
19608,Delightful,Good quality products 👍,4
19609,Good choice,"Good . It's battery backup is impressed me , it's stands for 20 to 24 days for normal use , and heavy use means 14 to 16 days... And I like it's Design 👍👍👍",4
19610,Very Good,Good product 👍,4
19611,Wonderful,This is osm product. Mind blowing,4
19612,Did not meet expectations,"Very poor at this price, not connecting to my phone even if i did all they said",1
19613,Worth the money,Good,4
19614,Nice product,"Awesome product and value for money
Trust me guys don't go for other watches this is best smartwatch in this price 🥰. really guys all features is very good but only tracking is not accurate otherwise everything is excellent
*Brightness is very outstanding, easily visible in sunlight, 600 nits bright screen and 1.59"" Big screen touch
* 5 ATM water resistant, you can swim without any worry
* 110+ sports modes, but in smartwatches you will see 16 sports modes but you can add other sports fr...
READ MORE",4
19615,Nice product,Value for money..,4
19616,Delightful,Value for Money Product.,4
19617,Pretty good,"This watch is awesome and very attractive
The performance is good
Battery backup is also impressive
Totally worth it.",4
19618,Really Nice,Very good,4
19619,Good choice,Very nice watch,4
19620,Wonderful,"Not So Good, it is ok ok product in this price range",4
19621,Nice product,Nyc,4
19622,Good quality product,"1.DISPLAY IS REALLY AMAZING. IN 80% BRIGHTNESS THE DISPLAY IS CLEARLY VISIBLE IN SUNLIGHT.

2.VERY LIGHTWEIGHT. EASY TO WEAR . YOU CAN'T FEEL THAT SOMETHING IS IN YOUR HAND .

3. CHARGING IS ALSO GOOD.

4.. STEP COUNT IS NOT ACCURATE IN ANY WATCH BELIEVE ME. IN THIS WATCH THE STEPS COUNT IS UPDATE LITTLE TIME AFTER . BUT OTHER SPORTS MODES ARE AMAZING.


5.NOTIFICATIONS ARE ALSO FAST

6.AT LAST I WOULD RECOMMEND YOU TO USE THIS WATCH BECAUSE IT IS VERY COMFORTABLE ....",4
19623,Very Good,Nice watch',4
19624,Nice product,"Amazing watch
GO FOR IT",4
19625,Terrific,This is very nice watch,5
19626,Mind-blowing purchase,Nice smartwatch.. I loved it ❤️,5
19627,Value-for-money,Watch is super but walking tracker is not good,4
19628,Terrific,Super,5
19629,Good quality product,"Overall a good product in this price, long battery backup, decent activity tracking, can't tell about accuracy of spo2 and heart rate sensor, but one thing disappointing i found was the step count, it counts the step even in bus, other than that everything is good in this price",4
19630,Worth the money,"Very nice look
Attractive look",4
19631,Good quality product,Nice my experience is better I am very happy,4
19632,Nice product,Very nice product 👍,4
19633,Wonderful,"Build quality is ok ok.
But its experience is very bad
Dizo app experience is very very bad.
It should need for more updates.
No gps tracking in this watch or dizo app
And all sports is based on same experience.
This watch is only good for its look otherwise you should go for other watches.!!",4
19634,Delightful,Good 👍,4
19635,Nice product,Nice,4
19636,Nice product,Good,4
19637,Good quality product,"Pros:-
Display is ok.
Battery was awesome.
Big screen 1.69 inch
Health tracker is Original.
110 sport modes.

Cons:-
Display is TFT. Not ips LCD.
BODY is Polycarbonate.",4
19638,Nice product,Good Watch,4
19639,Wonderful,Good,4
19640,Good quality product,Good to go with this device,4
19641,Good quality product,Decent watch,4
19642,Good choice,Good build quality and display for the segment.,4
19643,Good choice,"Activity tracking is not accurate, even walking step count. Rest of the features makes it a decent watch in this price segment.",4
19644,Great product,This watch is value for money and worth buying it got delivered on the next day of order.HAAPY!,5
19645,Worth the money,Not bad,4
19646,Worth the money,Good product,4
19647,Pretty good,Nice,4
19648,Wonderful,Love it,4
19649,Worth every penny,Very good watch it seems and feels so premium also,5
19650,Really Nice,Very nice 👌👌,4
19651,Pretty good,Superb quality value for money 👌🏻,4
19652,Good choice,Nice,4
19653,Pretty good,Good,4
19654,Wonderful,I ordered grey and black.. black looks classy but I'm in love wid grey ✨,4
19655,Nice product,"In this price range this product is ok. But it won't fulfill the expectations.
Activity tracking is not upto the mark. They have Said 80% accuracy. But I have tested it, i would like to say accuracy is 60% only.
Used it for 6 days. Battery remains 72% with continuous usage. So battery life is too good.
Water resistant - worked 100% after had a swim.",4
19656,Value-for-money,Worthy,4
19657,Delightful,I like it good product,4
19658,Really Nice,Nice product supurb working ❤️,4
19659,Nice product,Nice product .........best features.....I love this product,4
19660,Awesome,Super,5
19661,Worth the money,Nice,4
19662,Value-for-money,Good,4
19663,Worth the money,"awesome product at this budget price, this is a good product.",4
19664,Really Nice,"Nice product.
Love this❤️",4
19665,Good quality product,Good watch..,4
19666,Wonderful,Best value for money,4
19667,Value-for-money,This looks so beautiful 😍,4
19668,Really Nice,good in it's price range,4
19669,Nice product,Nice,4
19670,Good quality product,Value for money,4
19671,Super!,Very nice product i like it so much 😊😊😊😊☺️🥰,5
19672,Pretty good,Nice,4
19673,Delightful,Allover nice watch,4
19674,Delightful,Good one,4
19675,Good choice,"Value for money

Worth it",4
19676,Pretty good,I love it,4
19677,Wonderful,"In this price segment ,it's great deal , if anyone want this just go for it .....",4
19678,Very Good,Best watch for the price range,4
19679,Good choice,Overally good,4
19680,Worth the money,Good product,4
19681,Pretty good,Fabulous,4
19682,Good choice,Good,4
19683,Wonderful,Nice,4
19684,Delightful,Nic whach,4
19685,Terrific purchase,NYC watch ⌚,5
19686,Classy product,Very good,5
19687,Good quality product,Good,4
19688,Really Nice,Veri nice product......and battary is veri nice......and helpful,4
19689,Don't waste your money,"Good watch but the call option are not working and software lags else could give 5 out of 5.
Impressed with battery pack up almost after 30days had 1st charge to the watch",1
19690,Really Nice,It's good,4
19691,Really Nice,Very nice,4
19692,Delightful,"Nice 👍
Good battery and nice traking
The best is sleep traking",4
19693,Good choice,Nice,4
19694,Wonderful,Awesome..,4
19695,Pretty good,Good product 👍,4
19696,Really Nice,Awesome,4
19697,Value-for-money,Good,4
19698,Wonderful,"Best

. product",4
19699,Good choice,Good 👍👍👍,4
19700,Pretty good,Good,4
19701,Nice product,Good,4
19702,Nice product,Satisfied with the products in this price..... Nice product..,4
19703,Delightful,Osm watch band comfortable osm look,4
19704,Very Good,Awesome,4
19705,Value-for-money,Good,4
19706,Worth the money,value for money good product 👍👍👍,4
19707,Good choice,Value for money.,4
19708,Good quality product,It's good bt not aswm,4
19709,Worth the money,"First impression is too awesome. The display, battery backup,look everything is just awesome. It has brighter display than any other smart watches. Sensors are almost accurate. Overall You can go for it 👍.",4
19710,Wonderful,Good ⌚,4
19711,Delightful,It's good,4
19712,Great product,Very good,5
19713,Delightful,Its not bad,4
19714,Good quality product,It's is excellent but band should be more enchanced for better experience,4
19715,Unsatisfactory,Bad activity tracking,1
19716,Delightful,Loved it nice product,4
19717,Pretty good,"Nice watch...
Battery backup Good.
Display awesome.
Waterproof mass.
Value for money 💰...",4
19718,Good choice,"Ossm watch , highly recommended",4
19719,Nice product,A very nice watch i am very happy thank you filipkart 🥰,4
19720,Good choice,Nice....,4
19721,Really Nice,Good Watch,4
19722,Good choice,Super,4
19723,Value-for-money,Nice 👍,4
19724,Very Good,Nyc,4
19725,Highly recommended,Just good,5
19726,Pretty good,Nice,4
19727,Good choice,Good product..,4
19728,Value-for-money,Ok,4
19729,Pretty good,good thing,4
19730,Really Nice,Very good product,4
19731,Good quality product,Excellent watch just osm😍😍😍,4
19732,Pretty good,Nice,4
19733,Nice product,Perfect,4
19734,Worth the money,Good product,4
19735,Good quality product,Best smart watch under this price and worth for money 👌👌👌,4
19736,Good choice,Good One!,4
19737,Wonderful,Amazing watch,4
19738,Value-for-money,"Review after 2 days of usage
Price -4/5
Display- 4.5/5
Tracking - 4/5
Quality-4.5/5
Battery-4/5",4
19739,Pretty good,It's okk,4
19740,Good quality product,If you are looking for a best budget smart watch then this is it.,4
19741,Good choice,It's ok product value for money,4
19742,Good quality product,Looking like premium products,4
19743,Worth the money,Not bad,4
19744,Really Nice,Value for money,4
19745,Good choice,"I'm writing this feedback after using this product for 5 days..
1. Battery is good. It can run for approx 5 days.
2. Display is better in this range.
3. Connectivity takes more time.
4. 'Find Device' not working properly
5. Vibration is not so strong. ☹️
6. Cost of this product is 15% high as compared to other products in this range.☹️🤨",4
19746,Worth the money,Most watch,4
19747,Pretty good,"It is a fantastic choice , it will definitely look great on mens wrist where it look pretty much bigger on my wrist anyway product quality is amazing.",4
19748,Really Nice,Good product,4
19749,Good choice,I really likes the design n all but the think is that if you are using continuously with net connection then the battery will go 3 days maximum and if are not using net or using without Bluetooth then it will go atleast 7 days...,4
19750,Nice product,Nice and fancy watch looks premium,4
19751,Value-for-money,It's good with respect to the price,4
19752,Delightful,Good product,4
19753,Very Good,Good product 🥰thankyou Flipkart,4
19754,Value-for-money,Great watch at this price range 2299,4
19755,Good choice,Good,4
19756,Really Nice,good,4
19757,Value-for-money,Omg product,4
19758,Value-for-money,Nice 👍✌️,4
19759,Wonderful,Ok,4
